comment,label
"sản phẩm tốt trong tầm giá","POS"
"Hàng tốt ae nên mua nhé!","POS"
"Sp ok nha mn đáng mua","POS"
"Hàng ok đẹp chất lượng khá tốt","POS"
"Hàng ok...mai chiều sẻ ủng hộ shop tiếp..","POS"
"👍🏻 good","POS"
"Sản phẩm này dùng ok mặc dù tôi chưa test😂","NEU"
"tôi rất ưng í về sản phẩm này","POS"
"Sản phẩm phù hợp với tầm tiền","POS"
"Sp dung y hình chất lượng phai trải nghiệm","NEU"
"Có đủ phụ kiệm và phù hợp với giá tiền nên mua","POS"
"hàng đẹp chứ tét chất lượng","NEU"
"Hàng tốt ","POS"
"Hàng rất chất lượng câu cá","POS"
"Sản phẩm tốt đẹp đúng hình","POS"
"Hàng đẹp đáng vs số tiền","POS"
"Cần câu đẹp máy êm","POS"
"A annananamamamama","NEU"
"Đẹp. Nhưng không biết chất lượng như nào","NEU"
"Sản phẩm đúng với mẫu , còn chất lượng thì chưa biết! Hihihihahaah","NEU"
"1000000000000 điểm nên mua nha","POS"
"Sp ok phù hợp giá tiền","POS"
"Cần câu đẹp, đúng mô tả","POS"
"Hàng quá ok chắc và rẻ ","POS"
"Sản phẩm rất ok giống ảnh chưa dùng thử nên chưa biết như thế nào.","NEU"
"Giao hàng nhanh, sản phẩm đủ như hình, dùng cũng được, sẽ ủng hộ sohp tiếp","POS"
"Tuyệt vời luôn..thề ..tôi ko phải nick ảo pro cho shop đâu .Sản phẩm quá tuyệt","POS"
"Lên máy nữa là ổn","NEU"
"Hàng ok lắm nha mn đầy đủ các thứ","POS"
"Tuyệt vời nha mn hàng như hình nha","POS"
"Hàng rất oke em trai tôi rất thích","POS"
"Đóng gói cẩn thận,hàng quay ko mượt mấy,nhưng tạm ổn","NEU"
"giao hàng nhanh.","POS"
"Sản phẩm rất đc mn nên mua","POS"
"Tuyệt vời nhé được tặng rất nhiều, nên ủng hokj shop nhé","POS"
"Giao hàng nhanh. Sản phẩm phù hợp với giá tiền. Cần hơi yếu nên rẻ là đúng rồi. Cầm k chắc tay.","NEU"
"Hàng rất tốt","POS"
"Giao hàng nhanh","POS"
"Ảnh và video chỉ mang tính chất nhận xu ","NEU"
"Uy tín vừa với r","NEU"
"Tốt","POS"
"Sản phẩm tạm ổn chất lượng được giống voiq","NEU"
"Chất lượng sản phẩm tuyệt vời... Giao hàng nhanh...  Sẽ ủng hộ lần sau","POS"
"Giao hàng nhanh. Đóng gói cẩn thận. Chỗ đầu bị hỏng chán shopp","NEG"
"Hàng oke. Hợp với giá tiền","POS"
"Hình ảnh video không liên quan nhưng sản phẩm chất lượng tốt. Nên mua","POS"
"Đóng gói sản phẩm đẹp , chắc chắn , giao hàng nhanh ......suusj","POS"
"Cũng ok . Đặt về nghỉ dịch câu nhưng đi làm r hàng mới về","NEU"
"Nhanh và đúng như hình. Còn chất lượng còn phải test đã","NEU"
"Đẹp đủ như quảng cáo. Còn chất lượng còn phải dùng đã","NEU"
"Hàng ngon đúng với mô tả","POS"
"Hàng khá oki với giá tiền","POS"
"Sản phẩm tuyệt vời","POS"
"Cần câu rất OK với tầm giá này","POS"
"Hàng OK lắm chờ text thoi 5*","POS"
"Cần câu rất chất lượng","POS"
"Hàng đẹp. Vừa túi tiền","POS"
"sp ok chất lượng nên mua nhé ae","POS"
"Y như hình sản phẩm chất lượng","POS"
"Đóng Gói Ok Mỗi Máy Chưa Kịp Dùng Đã Bung Tay Quay","NEG"
"Stats xịn nha","POS"
"Đángmua giao hàng nhanh lắm. Nha mọi ng hàng sài mua okk ❤️❤️❤️❤️","POS"
"Đã dùng thử rất ok","POS"
"Hàng dc OK với tầm giá","POS"
"sản phẩm ok cho 5 sao","POS"
"Mới nhận hàng chưa kiểm tra","NEU"
"Giống y hình ","POS"
"Đúng vpiws mô tả","POS"
"Sản phẩm ok cần câu tốt, nhưng đen chưa lên con cá nào 🤣","NEU"
"hàng giống với hình ảnh, chất lượng ổn so với giá rats ưng sản phầm","POS"
"Sp ko như hình. Giao hàng nhanh cũng đc.","NEG"
"Sản phẩm ok cảm ơn shop","POS"
"Máy câu chưa gì đã vỡ phụ kiện !  Nhưng mà tiền nào của nấy thích hợp ae câu chơi  chơi hoặc mới bắt đầu","NEG"
"Cần câu chắc chắn màu đẹp. Rất hài lòng và ưng ý luônnn nên mua nha","POS"
"Tuyệt vời 😎👏😍💯","POS"
"Hàng ổn,rễ lắp. 5*","POS"
"Mặt dù đã hủy đơn nhưng vẫn gửi","NEG"
"Sảnh phẩm chất lượng ❤️","POS"
"Cần câu đẹp, shop gói hàng và giao hàng nhanh, đủ phụ kiện kèm sp","POS"
"Nhìn cũng ok so với giá tiền nhưng chưa thử chất lượng ntn","NEU"
"Hàng đúng hình. Tuy nhiên phần bao bọc cần tốt thêm nữa","NEU"
"San pham dung nhu hinh ok nhung bo may bi gay chot khoa quay cho 3 sao","NEG"
"Hàng chất lượng như hình ảnh","POS"
"Hàng đúng như mô tả ","POS"
"Hàng hư","NEG"
"Cần uy tín chất lượng phù hợp giá tiền okkkkkkkkkkkkkkkkkkkkk","POS"
"Hàng rất đẹp đủ như hình như chưa biết chất lượng ra sao cảm ơn shop nhiều","NEU"
"Chính chủ anh trai em lên đời bán lại cho ace nào cần ","NEU"
"Sản phẩm giống như mô tả ","POS"
"cần mình mua dùm thằng em nên không biết ra sao nhưng mình thấy mẫu mã đẹp đúng mẫu","NEU"
"Mọi người mua thử rẻ đẹp nữa","POS"
"Cần chắc chắn, hàng giao đủ phụ kiện ạ , hình ảnh không liên quan ạ","NEU"
"vd chỉ mang tính chất minh họa ,sản phẩm tuyệt viiwfoooooooooooooooooooooooooooooooooooooo","POS"
"Tuyệt vời","POS"
"Hàng ok","POS"
"Hàng cũng tạm ổn với giá vậy là ok 👌😁","NEU"
"đồ ngon lành như hình mà hơi mỏng hơn hình sản phẩm tốt","NEU"
"tạm ssc","NEU"
"Hàng đầy đủ oke lắm nhé mọi ng","POS"
"Hàng ok mặc dù chưa dk đi câu","NEU"
"Hàng đầy đủ vừa với số tiền","POS"
"Hàng ok nhé mn đây đủ muộn","NEU"
"Hàng ok chưa câu nên chx bt","NEU"
"Hàng ngon , vừa với đồng tiền nhưng hơi dễ rối dây","NEU"
"Tốt","POS"
"Sản phẩm dùng rất là oke","POS"
"Sản phẩm rất là oki so với giá tiền, giao hàng nhanh, đóg gói chắc chắn lắm ","POS"
"Ok","NEU"
"Ok","NEU"
"Ok","NEU"
"Giao hàng nhanh..","POS"
"Cháu trẻ tuổi mới mua về thử nên quý nó lắm ko mạnh tay vs nó","POS"
"Hàng đầy đủ nhưng chất lương thì có vẻ ko ổn. Vừa mở ra thử thì thấy vòng sắt đã tuột khỏi cần. Ko biết chịu đc cá mấy lạng đây","NEG"
"Với giá này thì oke rồi ak về đổi máy câu xịn hơn là oke","POS"
"giao hang thi nhanh nhu chop.tiec la cai may m ko biet xai","NEG"
"Cần ok nhưng tải cá 1,5kg k nổi và đã gẫy cần cho 3 sao","NEG"
"Sản phẩm oke nha.mn fhiwsjgnfnfndnns","POS"
"tầm giá này thì đòi gì nữa . cần câu giải trí là ok rồi . sẽ ủng hộ shop lâu dài","POS"
"Quá chi là suất sắc","POS"
"nên mua nha anh em","POS"
"Sản phẩm với giá tiền","NEU"
"Hàng tốt chất lượng 👌👌👌","POS"
"Sản phẩm tốt nhưng phao bị móp và tuột nhưng ko sao","NEU"
"Mua cho thằng em không biết có câu dược cá không maf được cái đẹp nhìn xịn","NEU"
"Chất lượng rất rất tệ xử dụng đc 1 2 lần là sức cái đầu ra rồi","NEG"
"Chất lượng sản phẩm tuỵet vơi đủ 10 món. Rất ưng. Giao hàng nhah","POS"
"Sản phẩm này rất tốt","POS"
"thấy cũng ổn,nhưng chưa test  chất lượng.nhưng cũng cho 5*","NEU"
"Ok 👌👍👍👍","POS"
"hay","POS"
"Máy bằng nhựa.. Nói chung vs số tiền nv là cx tạm","NEU"
"Mới mua về nè .😆 . Chất lượng sản phẩm được . ","POS"
"Giao hàng hơi lâu ","NEG"
"Khá là oki tiền nào của nấy ae ạ","POS"
"Tôi rất ưng và rất thích sản phẩm này ạ","POS"
"cần câu đẹp lắm ạ, chắc chắn cầm thích tay, nên mua nha mộ người","POS"
"ok","NEU"
"Ok","NEU"
"Chất lượng tốt quá là rẻ so với giá tiền chắc đủ tải tầm 5kg đổ lại","POS"
"Mua hộ về bạn ấy vừa lắp đã hỏng cái cuộn thu dây . giao nhanh. Đầy đủ phụ kiện.","NEG"
"Ok phết ae ạ dùng đc","POS"
"Sản phẩm rất ok ạ !","POS"
"Raaaaaaaaaaaaaaaaaaaaaat okkkkkkkkkkkkkkkkkkkkkkkkk luonnnnnnnnnnnnnnshoppppppppppppp oiiiiiiiiiiiii cam on shop hang rat ok","POS"
"sản phẩm tốt, sẽ ủng gộ shop thêm vài trăm lần nữa. kkkkkkkkkk","POS"
"Ngon bổ rẻ","POS"
"Tạm ổn, đơi thời gian đi câu sử dụng ra sao sẽ đánh giá tiếp","NEU"
"Sản phẩm tốt ạ. Đẹp. Mua cho em trai nên k biết dùng ntn ạ","NEU"
"Đẹp chất lượng nhưng mà không biết lắp và ko biết buộc giây vào lưỡi","NEU"
"Mình  nhận đc hàng rồi. Rất ok","POS"
"Chưa sd nên chưa biết. Đủ hàng","NEU"
"Hình ảnh chỉ mang tính chất nhận xuuu sản phẩm chắc chắn đóng gói cẩn thận","NEU"
"Hàng rất tốt rất ok ","POS"
"Giao hàng nhanh ,đóng gói cẩn thận,hàng chất lượng tạm.......","NEU"
"Sản phẩm sài rất ok","POS"
"Giao hàng nhanh, chất lượng sản phẩm tốt phù hợp với giá thành","POS"
"Máy như cái cc mới câu có 1 tí đã bị kẹt cứng máy  chán cần thì ko lms","NEG"
"Ýueddueueowwowiwjwjwiwwueueuee","NEU"
"Dạ e chào anh ạ . Không biết anh đang quan tâm đến sản phẩm nào bên em để em tư vấn cho Mình ạ ☺️","NEU"
"Hàng đẹp chất lượng cản ơn shop làm sao lại mua","POS"
"Giao hàng nhanh, đóng gói cẩn thận, nên mua","POS"
"Sản phẩm ok nên mua","POS"
"Sao của mik mất 1 cái khi nhận đc hàng???","NEG"
"Được","POS"
"Okok","NEU"
"Sản phẩm tốt","POS"
"Hàng tốt quá","POS"
"Hàng rất uy tín mọi ng ạ","POS"
"Mình thấy khá ok,cho 5★","POS"
"Đẹp ổn dài nhẹ mà cước dễ rối quá còn lại ok..................","NEU"
"Sản phẩm chất lượng,tốt,đáng mua nkaaaaaaaaaasasaaaaaaaaaaa","POS"
"Oki hàng chuẩn theo hình","POS"
"Ok","NEU"
"👍","POS"
"Giao hàng nhanh tuyệt vời 💯","POS"
"Cái đầu cần vừa đụng vào nó rối ra rồi h sao câu","NEG"
"Đặt m8 nhưng về chỉ tầm m6 thôi nha mn","NEG"
"Ok","NEU"
"Hàng giống như quảng cáo","POS"
"Chất lượng bằng với tiền","NEU"
"Nhận hộ bạn nên 0 biết chất lượng sao ,nhưng chắc cũng okkk 👍👍","NEU"
"Cần câu bền và đẹp","POS"
"Hàng đẹp nha anh em","POS"
"Hàng rất uy tín ạ","POS"
"Mình","NEU"
"Sản phẩm này đạt yêu cầu","POS"
"Chất lượng sản phẩm bth  đóng gói cẩn thận, nhận hàng nhanh chóng","NEU"
"Ok","NEU"
"Khá","NEU"
"Uy tính","POS"
"Đóng gói sản phẩm đẹp và rất chắc chắn , lầm tới sẽ ủng hộ shop, hình ảnh chỉ mang tính chất nhận xu là chính.","NEU"
"Cần  đẹp.  Nhung ko biết cau dc ca loại nao.  So cá  hon 2kg ko biết gay cần ko","NEU"
"Ko biết","NEU"
"Ok","NEU"
"Ok","NEU"
"Ok","NEU"
"Tốt","POS"
"Đc","POS"
"Ok","NEU"
"Ok","NEU"
"Rất ok","POS"
"Hàng đẹp ạ . H/a mang t/c nhận xu ạ msmskmsmsmmsnzmksks","NEU"
"Sản phẩm như hình. Mình rất thích nhé","POS"
"Giá giẻ giao nhanh","POS"
"Kệ e vẫn còn mấy cái ","NEU"
"Đã nhận đủ hàng ạ","POS"
"Dùng cũng ok nên mua","POS"
"hàng rất ok shop ơi","POS"
"Hàng cũng ok với tầm tiền thì chấp nhận ","NEU"
"Máy câu bị chầy sước mài chỗ, và quay hơi lặng. Cần câu bị tuột đầu giữ dây phải gắn lại, phần mút ở tay cầm bị bong, vào vài chi tiết khác nữa...","NEG"
"Hàng  giống với quảng cáo ok sẽ ủng hộ shop","POS"
"Được, giao hàng nhanh, hợp giã tiền, câu cá bé thôi nhé, không gãy cần.","NEU"
"Tốt đây đu phụ kiện chua tes nhưng thấy ok rồi rất hợp với giá tiền","POS"
"Vừa với giá tiền","NEU"
"Giao hàng nhanh","NEU"
"Hàng giao đúng mét đẹp. Full phụ kiện. Sẽ ủng hộ shop nhiều 👍👍❤","POS"
"Trong rat duoc khong qua dài nên mua de dung hình ảnh chỉ mang tính chất nhận xu","NEU"
"Nhìn cũng cứng cáp. Ổn ","NEU"
"Sản phẩm đúng như hình","POS"
"Ok","NEU"
"Tốt","POS"
"K mua thì thật hơi phí ","NEG"
"Đúng như hình , ok shop","POS"
"Hàng đẹp lắm rất ưng nha","POS"
"Hình ảnh mang tính chất nhận xu thui, tại mua dùm nên khum biết","NEU"
"cần câu chất lượng hơn giá nhiều , mua tặng em trai đi câu suốt luôn","POS"
"Nhìn rất ok nhưng chưa xài để tes ok cho ý kiến sau ","NEU"
"Đủ phụ kiện như mô tả, chưa dùng nên chưa biết chất lượng như thế nào...","NEU"
"Ok","NEU"
"Ai muốn đi philippnien làm việc thì ib zl mình nha. Qua tết cùng đi nè. Zl 0924826228","NEU"
"Sản phẩm tốt nha .  Chất lượng tặng kèm nhiều lắm.NÊN MUA","POS"
"Sản phẩm OK nha shop","POS"
"Thấy thì ok chưa câu","NEU"
"Hàng đã nhận được OK","POS"
"sản phẩm ok lắm shop","POS"
"Hàn rất ok nha shop","POS"
"Sp đẹp nhỏ gọn","POS"
"OK kxjsnsjsnnxxnxn","NEU"
"Hình ảnh mang tính chất nhận xu. Cần câu nhìn cũng ok mn nhé. Ck mk đem đi câu rồi 😂😂😂","NEU"
"Máy này đẹp mà bị lỗi nha thu cước ko được","NEG"
"OK. Anh ta nói với em không biết phải làm sao đây cũng chính mình trong gương chiếu hậu Chào","NEU"
"Sp y như hình , hình ảnh mang tính chất nhận xu. Vì nhóc thích nên đặt cũng giống như mô tả giá OK","NEU"
"Khá là ok","NEU"
"1m8 hơi lùn kệ sản phẩm cũng rất tốt câu được trắm 7 kg","POS"
"Giao nhanh hàng chất lượng đáng để mua","POS"
"Giao hàng hơi lâu, cần nhỏ dễ gãy, ","NEG"
"Phù hợp với giá tiền. Nên mua","POS"
"Mẫu mã đẹp đóng gói cẩn thận sẽ mua thêm","POS"
"Muốn gửi đến em cả cái nắng ngọt mềm/ Để được thấy mùa thơm tuii","NEU"
"Chất lượng tốt","POS"
"Jsnsbdvdhb hình ảnh chỉ mang tc nhận xu sj. Wjbwk jwnsjbsjsjsnuhfvybybh","NEU"
"Tốt..  Giao hàng nhanh ","POS"
"Chất lượng ok lắm","POS"
"Hàng rất OK","POS"
"Hàng ok . Giống trong ảnh . ( ảnh không liên quan )","POS"
"OK tui mua combo 1m8","POS"
"Làm ăn kiểu này thì chết chúng tôi à","NEG"
"Bộ Thẻ Quà Tặng Cuộc Sống - Góp nhặt Hoa Tâm - Thư pháp Thanh Sơn bao gồm 64 thẻ thư pháp góp nhặt 64 lời hay ý đẹp, được viết dưới dạng thư pháp do Kiến Trúc Sư (Nghệ Sĩ Thư Pháp) Thanh Sơn chấp bút. Mỗi thẻ thư pháp là một câu nói, một triết lý về nhân sinh và cuộc sống rất sâu sắc được đúc kết từ trí tuệ tiền nhân và hiện tại. Hãy bắt đầu một ngày tốt lành của bạn bằng việc xem ngay một thẻ thư pháp mỗi khi thức dậy.","NEU"
"Qua ổn luôn mọi người ạ mình đã thử vài lần ms đánh giá nhé chất liệu rất tốt","POS"
"cũng Sài được","NEU"
"Gãy đốt","NEG"
"Hang đầy đủ và đảm bảo chất lượng lắm an😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘","POS"
"Hàng ok","POS"
"Mua giùm nên ko biết xàu có tốt ko nhưng nghe mấy a nói dây cước nhỏ, máy nhỏ ạ","NEU"
"Hàng xịn nhưng ship như qq, hàng về nhưng vì chỉ vì trong làng tôi có mỗi tôi đặt nên ko muốn giao, hàng chx đến tay nhưng đã báo trên hệ thống đã nhận hàng, giao hàng quá tệ","NEG"
"Lưỡi câu được nha","POS"
"Đã nhận cần câu rồi , hình ảnh chỉ mang tính chất nhận xu , cần  dài hơn so với đặt nên rất ưng ý","POS"
"Không đúng mầu","NEG"
"Sợ đẹp, chất lượng, giáo hàng nhanh, đẹp, xuất sắc..........","POS"
"Hàng ỗn tạm thời . Nhưng câu thì chưa biết sao . Hiện tại thì ok","NEU"
"Chưa thử","NEU"
"Sp ok ạ mình mua cho mẹ dùng ","POS"
"sài oke","POS"
"Gửi thiếu đồ cho mình,bảo bộ 10 món mà shop gửi thiếu mồi giả,dây cước","NEG"
"Xịn lắm nha mọi người","POS"
"Giao hàng rất nhanh","POS"
"Tốt. Giao hàng nhanh","POS"
"Hàng cũng rất đầy đủ ","POS"
"Nên mua","POS"
"Đầy đủ phụ kiện","POS"
"Nhận đủ hàng như clip, chất lượng tốt so với giá ","POS"
"Em mua dài màu cx đẹp đầy đủ nói chung tốt(ảnh ko liêm quan)","POS"
"Video và hình ảnh chỉ mang tính chất minh họa do mình mua dùm nên ko có hình. Sản phẩm khá oke với giá tiền.","NEU"
"Nhận được hàng như hình nhé. Mẫu mã ok hai bé nhà mình rat thích","POS"
"Shop làm gì mà để cần bể","NEG"
"Khẩu trang tốt nên mua chất lượng đeo ik câu cá là quá hợp lí luôn","POS"
"Giao hàng nhanh ok","POS"
"Tốt bọc rât kĩ","POS"
"Hàng giao nhanh","POS"
"Giao hàng nhanh","POS"
"Giao hàng nhanh","POS"
"Shipper vui tính","POS"
"Đẹp đóng gói kĩ","POS"
"giao hàng nhanh","POS"
"Giao hàng nhanh ","POS"
"Giao hàng nhanh","POS"
"Ship thân thiện","POS"
"Hàng giao nhanh","POS"
"Ship hàng nhanh","POS"
"Giao rất nhanh","POS"
"Shipeer 5 sao","POS"
"Đóng gói kĩ","POS"
"Hàng tốt đẹp nhưng chất lượng thì chx biết về hơi trễ nha","NEU"
"Rất tuyệt vời","POS"
"Bộ cần câu này ổn , tốt , như hình ..........................","POS"
"Sp giống trong hình, cước hơi nhỏ","NEU"
"Cần câu rẻ nên không đòi hỏi nhiều dùng câu cá bé thì cũng được tàm tạm lần trước đã mua rồi và đã bị gãy và hỏng máy","NEG"
"Đẹp","POS"
"Bd cnd c djc fj jnd cj djfkkfjfncncjjf cjkfncjfkf. Cjdkkfkfjf","NEU"
"Sản phẩm rất tốt đi câu chưa được con cá nào mong mai câu được cá to 🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈🦈😆😆😆😆😆😆😆😆😆😆😆😆😍😍😍😍😍😍😍😍😍😍😍😍😍😍♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️","POS"
"Chỉ câu được cá bé lên mn hãy cân nhắc trướng khi mua","NEG"
"Hàng đẹp giao nhanh nói chung rất ok","POS"
"Mình tưởng dược con nhái hơi chứ nai dược Con nhai này thì hơi buồn san phẩm cũng dẹp nhưng chì với lưỡi câu di kẹp hơi bé ","NEG"
"Cần câu đẹp chất lượng lắm luôn ý nmishsbsjduejnemdkdndndjd mọi người nên mua thử nha","POS"
"Chất lượng","NEU"
"Cần rất oke với giá sjdjhdjfjfifjdjdjqowljcjcjjsjajajaajdjdj","NEU"
"Cần câu khá vững chắc. Nhưng cuộn dây hoạt động k ok cho lắm. Nói chung là vowi giá tiền đó thì ổn. Hình ảnh mang tc nhận xu","NEU"
"SP ổn, đẹp, đúng màu đặt","POS"
"Cần câu ok hơi yếu tí vì hàng rẻ nên ko chắc lam mhưng mở hàng câu dc nhìu cá","NEU"
"Bộ cần câu máy 2m hai cây 10 món phụ kiện xem hướng dẫn đánh giá chuẩn để tại đây￼","NEU"
"Giống như ảnh. Mk mua cho em nên không biết nó dùng như thế nào nhưng nhìn qua thì vẫn thấy OK","NEU"
"Hàng dùng ổn","NEU"
"Một style được ủng hộ rất nhiều mà cả năm rồi Béo lại quên đi nhờ 😜","NEU"
"Sản phẩm như hình, chất lượng sản phẩm ở đầu cây cằn bị rớt phen đui cần bị sức nắp pịch","NEG"
"Đểu càn câu vài ngày hỏng mà 86k đer nhất mà tôi tuengf mua rất là tệ cực kì tê","NEG"
"Cần như ảnh nhưng hơi nhỏ cần dẻo vừa phải câu cá hồ vs sông thì được","NEU"
"Mấy cái roen lỏng, mới sài lần đầu là rớt ra mất. Nhưng giá tốt nên 5*","NEU"
"Rất ok. Nhưng lưỡi và chì,phao bé quá","NEU"
"ê má ơi má con ni nhi đi chơi à à ha gì đâu tiền mà mua đồ cho con nhỏ coi ảnh đi ăn nơ nơ","NEG"
"Cũng dùng đc","NEU"
"Nên mua nha","POS"
"Ship nhanh hàng tốt","POS"
"Cần câu cũnh khá ổn mà phần dây cước bị mắc khó gỡ ra quá ạ nó dính siết vô cần luôn nên phải cắt ra nối lại","NEU"
"Hình ảnh chỉ mang tính chất nhận xu vì không có chụp lại nhưng sản phẩm này tốt lắm","POS"
"Chất lượng phù hợp với giá","NEU"
"chất lượng tốt, nên mua","POS"
"Sản phẩm rất tốt câuu đc con 2 kí mà vẫn ko si nhê mỗi tội giao hàng lâu và máy hơi lởm👍","NEU"
"Ổn ae nhưng ko bt câu có bền ko","NEU"
"Hàng đẹp đủ bộ","POS"
"Đúng","POS"
"Đóng gói cẩn thận","POS"
"Máy rối cước vào máy.quay có được đâu.mua phí tiền thêm","NEG"
"Máy hơi bé so với tưởng tượng cầm và máy để câu chơi thì đc 😁","NEU"
"Đc","POS"
"Hàng đẹp sip nhanh","POS"
"Hàng giao nhanh ","POS"
"Giao nhanh","POS"
"Hình ảnh không liên quan chi mang tính chất nhận x,hàng đẹp và chan chan","NEU"
"Dùng đc","NEU"
"Máy câu bị mất 1 bên nắp","NEG"
"Giao hàng hơi lâu, nhưng sản phẩm đẹp, chất lượng tốt nên bỏ qua","NEU"
"Cần ok. Chỉ vậy thôi.. tay quay hơi yếu phải mua tay khá ","NEU"
"Tốt giao hàng nhanh","POS"
"Giao hàng nhanh","POS"
"Hình ảnh không liên quan sp nhưng cần ok chắc chắn nên mua nha mng","NEU"
"mang thiếu sản phẩm không có nhái bạn à mới chỉ nhận được cần câu thôi","NEG"
"Điều gì chứng minh giá trị của một người vẫn còn là một cuộc tranh luận lâu dài. Trong một thế giới mà những người đã chứng minh được giá trị của bản thân nhận được nhiều sự chú ý, thì một số người lại ngưỡng mộ những người như vậy và cảm thấy thua kém, thậm thí còn tự hạ thấp bản thân mình. Nhưng chẳng lẽ cứ phải đặc biệt mới là có giá trị hay sao? ","NEU"
"Không có gì để chê","POS"
"Shop ở ngay gần nhà mà khá lâu mới giao . Cần câu cũng tốt nhưng hơi cũ và trầy xước khá nhiều . Nói chung là dùng được","NEU"
"Đjijfnfkf in nffijffnnckfjfjfodjdcnkdjdnfbjdirndnfkfjfnfjfkfjfnfjffjcjfnfbfjfjjcjfnrjfoshqosjndcn","NEU"
"Dạ tui xin lỗi mấy cô trước khi nào có gì đâu có nói j đâu mà xin link Shopee","NEU"
"Được mỗi cái cần thui, chứ cục máy câu đc 2ngày là gãy cái tay quay 😌","NEG"
"Mua hộ nên kb nữa nhma vẫn cho shop 5 sao hfdsdcvghhgvvcffffg","NEU"
"Hay bị rối, lệch cần, còn lại vẫn ổn","NEU"
"Xản phẩn tạm được câu mới đc có 2 con cá phi mà rẫy tay puáy rồi","NEG"
"Hàng bị hở keo ko chắc chắn ","NEG"
"giao hàng ok giống ảnh","POS"
"em có thể nào cno đi học anh chưa có tiền thì sao không có tiền r em đi","NEU"
"Chất lượng phù hợp với giá tiền","NEU"
"Cần câu ok. Hình ảnh video chỉ mang tính chất nhận xu………………..","NEU"
"Hàng như hình vậy.. Chưa câu nên chưa biết như nào ạ.. Đượcccc","NEU"
"Giao hàng nhanh hình ảnh mang tính chất nhận xu ko có sản phẩm ở đây","NEU"
"Shop giao đủ hàng , bên ship BT express làm ăn hơi chán...","NEG"
"Hàng tuyệt vời k có gì để chê nhưng phụ kiện cho kèm hơi ít nên cung cấp thêm lăng xê với nhái giả","NEU"
"Cước hơi dở 1 xí k có vd lắp ráp trừ 1 sao còn lại rất ổn","NEU"
"Sản phẩm tốt chất lượng cao","POS"
"Chất lượng sản phẩm tốt, hàng bị méo do vận chuyển sản phẩm bên trong không bị ảnh hưởng","NEU"
"Chưa dừng nên đánh giá sau","NEU"
"Hàng ngon bổ rẻ","POS"
"Y như trên hình lun","POS"
"Hàng đúng với mô tả chất lượng thì chưa test nên chưa biết nhưng mà mình thấy khớp nối ở tay quay hơi lỏng nhưng vẫn cho 5 sao","NEU"
"Đầy đủ như hình ace yên tâm","POS"
"Cần khá OK kéo cá 1kg trở xuống nếu có kĩ thuật tốt thì sẽ kéo được cá lớn ","NEU"
"Good goods, would buy again","POS"
"Đầu cần nhanh gãy máy kéo không được mượt tạm được thôi","NEG"
"hàng ok lắm shop","POS"
"Nhiều lần bị rối dây nhưng hàng vẫn tốt và ổn","NEU"
"Shop giao cho cái cần bị han gỉ chút. Nhưng với giá như vậy thì tạm ổn","NEU"
"Ho ly gút.. mới mua về thấy vũng được.. Chưa dùng nên chưa biết như nào","NEU"
"Chất lượng cao..... Mxmskaoxbvb.  Nskwndvxkla kwkdjbx. Ksnand.  Kakajdb","NEU"
"Haha Gary Neville","NEU"
"Cũng đc tốt nhưng có phần bị rỉ sét và mối chấm hàng ko chắc lấm. Hình ảnh chỉ nhận xu","NEU"
"Ko giống hình ảnh lắm","NEG"
"Eeeeeeee","NEU"
"tốt","POS"
"Sản phẩm giao đủ, cước hay bị rối. Câu được cá bé. Đóng gói chắc chắn.","NEU"
"Hàng vừa với tầm giá ae à ae nên mua anh em nhé ngon phết haha kkn","POS"
"Vừa lua đc 2 lần tay quay bong luôn cần thì tạm đc nhưng vẫn trách cái máy","NEG"
"Đáng ra 5sao nhưng vẫn đánh giá 1sao trừ về phản hồi và hỗ trợ của shop","NEG"
"Sản phẩm thì tạm còn mấy món phụ cho,cho có chứ đưa lăng xê lưởi 13 14 câu sá sấu à","NEG"
"Sản phẩm không đúng với hình ảnh của shop đưa lên","NEG"
"Oki nhận hàng như hình , mỗi tội quả trục ko biết lắp cước nên bị rối huhu .","NEU"
"Giao cần bị hư cái móc, gỡ lên k được","NEG"
"Hàng cũng được nhưng hơi rối dây rất rẻ Tiền cho shop 5 sao ","NEU"
"Cá 0.4kg quay lên ko đc.","NEG"
"Máy chưa cây mới quay thử đã gảy tay rồi.... Nhưng giao đủ và nhah..","NEG"
"Chất lượng sản phẩm tuyệt vời hình ảnh chỉ mang tính chất minh hoạ","POS"
"Sản phẩm đúng mô tả","POS"
"Giá này thì k đòi hỏi gì nhiều đc. Câu đc mỗi con trắm 2kg mà đứt dây tùm lum 🤣","NEG"
"Ok nha mn","POS"
"Ok","POS"
